id,code,product_name,generic_name,quantity,unit quantity,packaging,brands,categories,origins,manufacturing_places,manufacturing_places_tags,labels,stores,countries,ingredients_text,allergens_tags,traces,additives_n,additives_tags,ingredients_from_palm_oil_n,nutriscore_grade,nova_group,pnns_groups_1,pnns_groups_2,main_category,,image_url,image_small_url,image_ingredients_url,image_nutrition_url,energy_kcal_100g,energy_100g,energy_from_fat_100g,fat_100g,saturated_fat_100g,monounsaturated_fat_100g,polyunsaturated_fat_100g,omega_3_fat_100g,omega_6_fat_100g,omega_9_fat_100g,trans_fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,alcohol_100g,vitamin_a_100g,vitamin_d_100g,vitamin_e_100g,vitamin_c_100g,vitamin_b1_100g,vitamin_b2_100g,vitamin_pp_100g,vitamin_b6_100g,vitamin_b9_100g,vitamin_b12_100g,biotin_100g,pantothenic_acid_100g,potassium_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,selenium_100g,iodine_100g,caffeine_100g,fruits-vegetables_nuts_estimate_100g,cocoa_100g,carbon_footprint_from_meat_or_fish_100g,Price
33,4056489095880,Party scampi,,450,g,50 pieces,ocean sea,"Produits de la mer, Crustacés",aquaculture,equateur venezuela honduras,equateur-venezuela-honduras,,lidl,en:Belgium,"FR/BE déveinées, glacées, surgelées. Ingrédients.erevettes (erustacéssel Peut contenir des traces de sulfites. pres décongelation prêt a consommer. Crevettes cuites, décortiquées, avec segment de CONSER ATION",en:sulphur-dioxide-and-sulphites,,0,,0,a,,Poisson ,Fish and seafood,en:crustaceans,,https://static.openfoodfacts.org/images/products/405/648/909/5880/front_fr.27.400.jpg,https://static.openfoodfacts.org/images/products/405/648/909/5880/front_fr.27.200.jpg,https://static.openfoodfacts.org/images/products/405/648/909/5880/ingredients_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/405/648/909/5880/nutrition_fr.29.400.jpg,70,293,,0.9,0.3,,,,,,,0,0,0,16,0.3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
34,5410041014600,,,45,g,Plastique,Lu,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Chocolate biscuits, Wafers, Stuffed wafers, Chocolate stuffed wafers, en:waffles",,,,Green Dot,,"Belgium,France,Luxembourg","wheat flour , sugar, coconut fat totally hydrogenated, cocoa mass, lean cocoa powder, lactose and milk protein , whole milk powder, emulsifier (soy lecithin ), colour (e150c), baking powder ( carbonate acid, ammonium carbonate acid sodium), salt, flavour (vanillin)","en:gluten,en:milk,en:soybeans","en:eggs,en:sesame-seeds",2,"en:e150c,en:e322,en:e322i",0,d,4,Epicerie sucrée,Biscuits and cakes,en:chocolate-stuffed-wafers,,https://static.openfoodfacts.org/images/products/541/004/101/4600/front_fr.21.400.jpg,https://static.openfoodfacts.org/images/products/541/004/101/4600/front_fr.21.200.jpg,https://static.openfoodfacts.org/images/products/541/004/101/4600/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/541/004/101/4600/nutrition_fr.9.400.jpg,525,2197,,28,25,,,,,,,59,29,4.3,6,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
35,5425027354014,Jus de Pomme Naturel,Jus de Pomme Entier,750,ml,"Bouteille,Verre",Château Blehen,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Jus et nectars, Boissons aux fruits, Jus de fruits, Jus de pomme",,"Hannut,Belgique","hannut,belgique",en:no-preservatives,"Delhaize,Carrefour",Belgique,pur jus de pommes Tentation pasteurisé sans conservateur ou sucre ajouté.,,,0,,0,d,,Boissons ,Fruit juices,en:apple-juices,,https://static.openfoodfacts.org/images/products/542/502/735/4014/front_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/542/502/735/4014/front_fr.16.200.jpg,https://static.openfoodfacts.org/images/products/542/502/735/4014/ingredients_fr.5.400.jpg,https://static.openfoodfacts.org/images/products/542/502/735/4014/nutrition_fr.18.400.jpg,48,256,,0,0,,,,,,,11.5,9.1,,0.4,0,0,,,,,0.002,,,,,,,,,,,,,,,,,,,,,,,1
36,5411188106876,Soja pêche ananas-passion,yaourt végétal au soja et aux fruits,500,g,"Plastic,Cup",Alpro,"Desserts,Fermented foods,Non-dairy desserts,Non-dairy fermented foods,Non-dairy yogurts,Soy milk yogurts,Fruit soy yogurts",,,,"Vegetarian,Vegan,Green Dot,No lactose,Nutriscore,Nutriscore Grade B","Pingo Doce,Delhaize","Belgium,France,Portugal","PECHE: Base de soja (eau, fèves de soja décortiquées (9,7%)), pêche (10,9%), sucre, correcteurs d'acidité (acide citrique, citrates de sodium), stabilisant (pectines), phosphate tricalcique, arôme, sel marin, antioxygènes (extrait riche en tocophérols, esters d'acides gras de l'acide ascorbique), extrait de carotte, vitamines (B2, B12, D2), ferments de yaourt (S. thermophilus, L. bulgaricus).   ANANAS-FRUIT DE LA PASSION: base de soja (eau, fèves de soja décortiquées (9,7%)], sucre, ananas (6,5%) (fruit (4,8%), jus à base de jus concentré (1,7%)), sirop de glucose-fructose, mangue (3,2%), jus de fruit de la passion à base de jus concentré (1,9%), correcteurs d'acidité (citrates de sodium, acide citrique]), phosphate tricalcique, stabilisant [pectines), extrait de citron, arôme naturel, sel marin, antioxygènes (extrait riche en tocophérols, esters d'acides gras de l'acide ascorbique), vitamines (B2, B12, D2), ferments de yaourt (S. thermophilus, L. bulgaricus). Peut contenir des traces de fruits à coque (pas d'arachides).",,en:nuts,5,"en:e304,en:e306,en:e330,en:e331,en:e440",0,b,4,Epicerie sucrée,Sweets,en:fruit-soy-yogurts,,https://static.openfoodfacts.org/images/products/541/118/810/6876/front_fr.36.400.jpg,https://static.openfoodfacts.org/images/products/541/118/810/6876/front_fr.36.200.jpg,https://static.openfoodfacts.org/images/products/541/118/810/6876/ingredients_fr.41.400.jpg,https://static.openfoodfacts.org/images/products/541/118/810/6876/nutrition_fr.42.400.jpg,69,289,,2.1,0.4,,,,,,,8.3,8.2,0.9,3.6,0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
37,3551100752117,Boisson HP HC,,800,ml,bidon plastique,Delical,"Beverages,Dairies,Dairy drinks,fr:Boisson hyperprotidique",France,France,france,fr:Entrepreneurs + Engagés,pharmacie,Belgium,"Lait écrémé, eau, maltodextrines, crème (lait), protéines de lait, sucre, arôme, minéraux (phosphate de potassium, carbonate de magnésium, pyrophosphate ferrique, sulfate de zinc, sélénite dè sodium, sulfate de cuivre, chlorure de chrome), émulsifiant (E 471), colorant (E150d), vitamines (C, A, E, B5, PP, D3, B2, K1, B6, B1, B12, B9, B8).",en:milk,,2,"en:e150d,en:e471",0,a,4,Crèmerie ,Milk and yogurt,fr:boisson-hyperprotidique,,https://static.openfoodfacts.org/images/products/355/110/075/2117/front_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/355/110/075/2117/front_fr.7.200.jpg,https://static.openfoodfacts.org/images/products/355/110/075/2117/ingredients_fr.33.400.jpg,https://static.openfoodfacts.org/images/products/355/110/075/2117/nutrition_fr.10.400.jpg,150,628,,4.4,2.8,,,,,,,17.6,8,0,10,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
38,3431590000434,Miso - Rice,,390,g,"fr:Pot,fr:Verre,fr:Point vert,fr:Pensez au tri!,fr:Bocal verre et capsule metal à recycler",Danival,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Miso",,"Le Moulin d'Andiran,47170,Andiran,France","le-moulin-d-andiran,47170,andiran,france","Organic, EU Organic, Gluten-free, FR-BIO-01, Fr-063-016       , en:made-in-france",,"Belgique, France","french  soya  beans, semi-complete rice* 41,5%, unrefined atlantic sea salt, water, enzyme (aspergillus oryzae)",en:soybeans,,0,,0,c,3,Epicerie salée,Legumes,en:misos,,https://static.openfoodfacts.org/images/products/343/159/000/0434/front_fr.38.400.jpg,https://static.openfoodfacts.org/images/products/343/159/000/0434/front_fr.38.200.jpg,https://static.openfoodfacts.org/images/products/343/159/000/0434/ingredients_fr.30.400.jpg,https://static.openfoodfacts.org/images/products/343/159/000/0434/nutrition_fr.68.400.jpg,145,607,,6.7,1,,,,,,,9,3,3.4,9.7,8.44,3.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
39,3061990141101,Mini BN,Biscuit fourré chocolat,175,g,"carton,plastique",BN,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits au chocolat, Biscuits fourrés",,,,,"Carrefour,Colruyt,Magasins U,Delhaize","Belgique,France,Suisse, en:reunion","Céréales (46.2%) (Farines de froment (46%) et de seigle) - sucre - graisses végétales (palme, palmiste, colza) - poudre de cacao maigre (4.1%) - lactose et protéines de lait - amidon de blé - sel - poudres à lever : carbonates de sodium et d'ammonium - émulsifiants : E472c, E472e - lait entier en poudre - arôme. Peut contenir des traces de fruits à coque et de soja.","en:gluten,en:milk","en:nuts,en:soybeans",4,"en:e472c,en:e472e,en:e500,en:e503",0,e,4,Epicerie sucrée,Biscuits and cakes,en:filled-biscuits,,https://static.openfoodfacts.org/images/products/306/199/014/1101/front_fr.20.400.jpg,https://static.openfoodfacts.org/images/products/306/199/014/1101/front_fr.20.200.jpg,https://static.openfoodfacts.org/images/products/306/199/014/1101/ingredients_fr.37.400.jpg,https://static.openfoodfacts.org/images/products/306/199/014/1101/nutrition_fr.50.400.jpg,,2060,,21.6,11.9,,,,,,,66.5,31.1,0,6.2,0.67,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40,27040393,Raclette en tranches,,400,g,,Excellence,,,,,,Aldi,Belgique,,,,,,,,,Crèmerie ,unknown,,,https://static.openfoodfacts.org/images/products/27040393/front_fr.13.400.jpg,https://static.openfoodfacts.org/images/products/27040393/front_fr.13.200.jpg,https://static.openfoodfacts.org/images/products/27040393/ingredients_fr.7.400.jpg,https://static.openfoodfacts.org/images/products/27040393/nutrition_fr.15.400.jpg,362,1515,,28,18,,,,,,,1,1,,26,1.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
41,27040805,Maasdam Organic 28%,,150,g,Plastique,Molenland,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages des Pays-Bas, Goudas",Union européenne,,,"Bio,Bio européen,AB Agriculture Biologique,en:be-bio-02",aldi,"Belgique,en:belgium","lait (pasteurisé)', sel, ferments, présure",en:milk,,0,,0,d,3,Crèmerie ,Cheese,en:gouda,,https://static.openfoodfacts.org/images/products/27040805/front_fr.29.400.jpg,https://static.openfoodfacts.org/images/products/27040805/front_fr.29.200.jpg,https://static.openfoodfacts.org/images/products/27040805/ingredients_fr.12.400.jpg,https://static.openfoodfacts.org/images/products/27040805/nutrition_fr.31.400.jpg,394,1648,,32,19,,,,,,,1,0,0,26,1.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
42,87108019,Mentos menthe,Bonbons tendres dragéifiés,38,g,"bonbon,Stück",Mentos,"Snacks, Sweet snacks, Confectioneries, Candies, Gelified candies",,Breda Hollande,breda-hollande,Perfetti,,"Autriche,Belgique,France,Suisse","sugar, glucose syrup, coconut oil, potato starch, natural aromas of mint, maltodextrin, cocoa butter, thickeners (gellan gum, cellulose gum, gum arabic), emulsifier (follow-fatty acids), glazing agent (carnauba wax),",,,5,"en:e414,en:e418,en:e466,en:e570,en:e903",0,d,4,Epicerie sucrée,Sweets,en:gelified-candies,,https://static.openfoodfacts.org/images/products/87108019/front_fr.63.400.jpg,https://static.openfoodfacts.org/images/products/87108019/front_fr.63.200.jpg,https://static.openfoodfacts.org/images/products/87108019/ingredients_fr.56.400.jpg,https://static.openfoodfacts.org/images/products/87108019/nutrition_fr.57.400.jpg,390,1653,,1.9,1.9,,,,,,,93,38,,0,0.1,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
43,4056489009979,Goody Cao,,800,g,pot,Bellarom,"Boissons, Petit-déjeuners, Cacaos et chocolats en poudre, Boissons instantanées, Chocolats en poudre",,Allemagne,allemagne,en:utz-certified,Lidl,"Belgium, France","sucre, dextrose, 20% cacao fortement dégraissé en poudre, émulsifiant:lécithine (tournesol) , sel , vitamine C , vitamine E , niacine (vitamine B3 , acide pantthenique (vitamine B5) , thiamine ( vitamine B1) , vitamine B6 , acide folique (vitamine B9)",,en:milk,1,"en:e322,en:e322i",0,,4,Epicerie sucrée,unknown,en:chocolate-powders,,https://static.openfoodfacts.org/images/products/405/648/900/9979/front_fr.19.400.jpg,https://static.openfoodfacts.org/images/products/405/648/900/9979/front_fr.19.200.jpg,https://static.openfoodfacts.org/images/products/405/648/900/9979/ingredients_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/405/648/900/9979/nutrition_fr.30.400.jpg,373,1561,,2.7,1.4,,,,,,,78.8,76.9,6.2,4.5,0.32,0.128,0,,,0.013,0.079,0.0011,,0.017,0.0011,0.000211,,,0.0031,,,,,,,,,,,,,,,1
44,5411319273248,Filet de Poulet à la Broche,,120,g,"Barquette,Plastique",Aoste,fr:Blancs de poulet en tranches,fr:poulet,Belgique,belgique,No additives,"Delhaize,colruyt","Belgium,France","Viande de poulet (93%, dont 100% filet), eau, sel, arôme, fibre végétale, dexrtrose, sucre, extraits de plantes aromatiques et d'épices, antioxydant : acide ascorbique. Peut contenir des traces de: gluten, oeuf, lait, moutarde.",,"en:milk,en:mustard",1,en:e300,0,c,4,Viande ,Processed meat,en:cooked-chicken-breast-slices,,https://static.openfoodfacts.org/images/products/541/131/927/3248/front_fr.17.400.jpg,https://static.openfoodfacts.org/images/products/541/131/927/3248/front_fr.17.200.jpg,https://static.openfoodfacts.org/images/products/541/131/927/3248/ingredients_fr.18.400.jpg,https://static.openfoodfacts.org/images/products/541/131/927/3248/nutrition_fr.20.400.jpg,115,481,,3.4,1,,,,,,,0.9,0.9,,20,2.1,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,455.7,1
45,7613035409828,Thé vert menthe Marrakech,,25,g,10 dosettes Special T,Special T.,"Aliments et boissons à base de végétaux, Boissons, Boissons chaudes, Boissons à base de végétaux, Thés, Thés verts, Thé en dosettes",,Suisse,suisse,,"Carrefour,Delhaize","Belgique,France","Thé vert, menthe crépue(15%), feuilles de mûrier, sucré, cannelle, écorces d'orange (5%), réglisse, arômes naturels.",,,0,,0,,4,Boissons ,Sweetened beverages,fr:the-en-dosettes,,https://static.openfoodfacts.org/images/products/761/303/540/9828/front_fr.11.400.jpg,https://static.openfoodfacts.org/images/products/761/303/540/9828/front_fr.11.200.jpg,https://static.openfoodfacts.org/images/products/761/303/540/9828/ingredients_fr.15.400.jpg,https://static.openfoodfacts.org/images/products/761/303/540/9828/nutrition_fr.18.400.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
46,5400141364262,Saucisson de jambon,,200,g,plastique,Boni Selection,,,,,,colruyt,Belgique,"67,6% viande de porc, eau, amidon, fibres alimentaires, sel, plantes aromatiques et épices, stabilisant (E451), protéines de soja hydrolysées, arôme, antioxidant (E300), correcteur d'acidité (E330), oignons, arôme de fumée, conservateur (E202), poireau, ail, colorant (E120)",,en:gluten,5,"en:e120,en:e202,en:e300,en:e330,en:e451",0,,4,Viande ,unknown,,,https://static.openfoodfacts.org/images/products/540/014/136/4262/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/540/014/136/4262/front_fr.3.200.jpg,,https://static.openfoodfacts.org/images/products/540/014/136/4262/nutrition_fr.5.400.jpg,193,808,,14,5.2,,,,,,,3.7,0.7,1.1,12,1.7,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
47,5410056197107,D&L Sauce Cocktail,Sauce cocktail au scotch whisky,450,ml,"Bouteille en plastique,bouteille en plastique",D&L,"Epicerie, Sauces, Sauces cocktail",,,,,Delhaize,Belgique,"Huile de colza, purée de tomates, vinaigre, jaune d'oeufs, moutarde (vinaigre, graines de moutarde, eau, sel, épices), dextrose, sirop de glucose, scotch whisky 1,7%, sucre, sel, épaississants: gomme de guar et de xanthane, arômes (contient de l'orge, du céleri) épices, antioxydant: E385","en:celery,en:eggs,en:gluten,en:mustard",,3,"en:e385,en:e412,en:e415",0,d,4,Epicerie salée,Dressings and sauces,fr:sauces-cocktail,,https://static.openfoodfacts.org/images/products/541/005/619/7107/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/541/005/619/7107/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/541/005/619/7107/ingredients_fr.10.400.jpg,https://static.openfoodfacts.org/images/products/541/005/619/7107/nutrition_fr.8.400.jpg,,2477,,61.9,4.8,,,,,,,7.8,6.3,0.3,1.4,1.0668,0.42672,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
48,20115777,Galettes de riz bio,Galettes de Riz au Chocolat au Lait Bio,100,g,"sachet,plastique,05,PP",Sondey,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Galettes de céréales soufflées, Galettes de riz soufflé, Galettes de riz au chocolat au lait",,,,"Organic,EU Organic,Gluten-free,Sustainable farming,EU/non-EU Agriculture,Green Dot,IT-BIO-007,UTZ Certified,UTZ Certified Cacao,fr:ab-agriculture-biologique",Lidl,"Belgium,France,Germany,Spain","60% chocolat au lait (sucre roux, beurre de cacao, _lait_ entier en poudre, cacao maigre en poudre, pâte de cacao, émulsifiant: lécithines (_soja_); arô de vanille), 39,5 % riz, sel.","en:milk,en:soybeans",en:nuts,1,en:e322,0,e,4,Epicerie salée,Cereals,en:puffed-rice-cakes-with-milk-chocolate,,https://static.openfoodfacts.org/images/products/20115777/front_fr.93.400.jpg,https://static.openfoodfacts.org/images/products/20115777/front_fr.93.200.jpg,https://static.openfoodfacts.org/images/products/20115777/ingredients_fr.66.400.jpg,https://static.openfoodfacts.org/images/products/20115777/nutrition_fr.95.400.jpg,498,2084,,24,14,,,,,,,62,29,0,7.1,0.23,0.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
49,5449000120960,Fanta orange zéro,,330,ml,Canette métal,Fanta,sodas,,Belgique,belgique,fr:Eco-emballages,Cora,"Bélgica,España","eau pétillante; jus d'orange à base de concentré (6%); acidifiants: acide citrique, citrate de sodium; édulcorants: aspartame, saccharine de sodium; conservateur: sorbate de potassium; antioxydant: acide ascorbique; aromes naturels d'orange avec autres aromes naturels; concentré de carottes; stabilisant: gomme de guar",,fr:phenylalanine,7,"en:e202,en:e300,en:e330,en:e331,en:e412,en:e951,en:e954",0,c,4,Boissons ,Artificially sweetened beverages,en:sodas,,https://static.openfoodfacts.org/images/products/544/900/012/0960/front_fr.47.400.jpg,https://static.openfoodfacts.org/images/products/544/900/012/0960/front_fr.47.200.jpg,https://static.openfoodfacts.org/images/products/544/900/012/0960/ingredients_fr.48.400.jpg,https://static.openfoodfacts.org/images/products/544/900/012/0960/nutrition_fr.19.400.jpg,16,67,,0,0,,,,,,,0.7,0.7,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
50,54491472,Original Taste,,500,ml,"Bouteille,Plastique,PET","Coca-Cola,Coke","Beverages, Carbonated drinks, Sodas, Non-Alcoholic beverages, Colas, Sweetened beverages",,,,Aromat naturalny,"Carrefour,OKCon 2013,M!P restaurants at CICG,Action,TESCO,Jumbo","Austria,Belgia,Wybrzeże Kości Słoniowej,Chorwacja,Francja,Grecja,Luksemburg,Maroko,Polska,Reunion,Rumunia,Serbia,Hiszpania,Szwajcaria,Wielka Brytania","sparkling water, sugar, colorant e150d, acidifier e338, natural flavors (plant extracts), including caffeine,",,,2,"en:e150d,en:e338",0,e,4,Boissons ,Sweetened beverages,en:sweetened-beverages,,https://static.openfoodfacts.org/images/products/54491472/front_fr.81.400.jpg,https://static.openfoodfacts.org/images/products/54491472/front_fr.81.200.jpg,https://static.openfoodfacts.org/images/products/54491472/ingredients_fr.86.400.jpg,https://static.openfoodfacts.org/images/products/54491472/nutrition_fr.13.400.jpg,42,180,,0,0,,,,,,,10.6,10.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
52,5413848091133,Lasagne Saumon ,,400,g,,Come a casa,"Plats préparés, Plats à base de pâtes, Plats préparés au poisson, Lasagnes préparées, Lasagnes au poisson, Plats au saumon, Lasagnes au saumon",,,,,Delhaize,"Belgique, France","Ingrédients eau, SAUMON (11.5%), şemoule de BLE dur, FROMAGE, poudre de'LAIT partiellement écrémé, épinards, huile de colza, farine de BLE, SAUMON fumé (2.5%) (SAUMON, sel, fuměe), amidon modifié de mais, poireau, carottes, LAIT écrémé, CÉLERI, vin blanc, OEUFS d'élevage au sól, concentré de tomates, arômès (conțient CRUSTACES, POISSONS, LAIT, BLE), sel, CREME, fécule, épices, ail, protéines de LAIT. Malgré tout le soin que nous apportons à la préparation de ce prodůit, il est possible qu'il contienne des arêtes.",,,0,,0,b,,Traiteur et apéritifs ,One-dish meals,en:salmon-lasagne,,https://static.openfoodfacts.org/images/products/541/384/809/1133/front_fr.3.400.jpg,https://static.openfoodfacts.org/images/products/541/384/809/1133/front_fr.3.200.jpg,https://static.openfoodfacts.org/images/products/541/384/809/1133/ingredients_fr.16.400.jpg,https://static.openfoodfacts.org/images/products/541/384/809/1133/nutrition_fr.9.400.jpg,129,540,,5.6,1.6,,,,,,,11.6,2.6,1.1,7.5,0.85,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
53,8710398503183,Flocons d'avoine granola crunchy backed original,,450,g,Kartonnen doos,Quaker,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Petit-déjeuners,Céréales et dérivés,Céréales pour petit-déjeuner,Mueslis",,,,"Sans colorants,Sans huile de palme,Sans conservateurs",,"Belgium,France,Netherlands","Flocons d'avoine complets (56%), sirop de glucose, sucre, blé complet (5%), huile de tournesol, farine de riz complète (2%), farine de blé, miel, mélasse, antioxydants (extrait de tocophérol)","en:gluten,nl:havermout",en:nuts,0,,0,a,4,Epicerie sucrée,Breakfast cereals,en:mueslis,,https://static.openfoodfacts.org/images/products/871/039/850/3183/front_fr.34.400.jpg,https://static.openfoodfacts.org/images/products/871/039/850/3183/front_fr.34.200.jpg,https://static.openfoodfacts.org/images/products/871/039/850/3183/ingredients_fr.27.400.jpg,https://static.openfoodfacts.org/images/products/871/039/850/3183/nutrition_fr.29.400.jpg,416,1754,,7.9,1.2,,,,,,,75,12,6.7,8.2,0.04,0.016,,,,,,0.0000003,,,,,,,,,,0.000262,0.0000026,,,,,,,,,,,1
